OrderID,CustomerID,OrderAmount,OrderDate
O013957,C0957,4669.48,2024-03-27
O013958,C0958,4686.51,2024-03-28
O013959,C0959,4703.32,2024-03-29
O013960,C0960,4720.83,2024-03-30
O013961,C0961,4737.65,2024-03-31
O013962,C0962,4754.05,2024-04-01
O013963,C0963,4771.46,2024-04-02
O013964,C0964,4788.62,2024-04-03
O013965,C0965,4805.46,2024-04-04
O013966,C0966,4822.99,2024-04-05
O013967,C0967,4839.04,2024-04-06
O013968,C0968,4856.31,2024-04-07
O013969,C0969,4873.22,2024-04-08
O013970,C0970,4890.82,2024-04-09
O013971,C0971,4907.51,2024-04-10
O013972,C0972,4924.34,2024-04-11
O013973,C0973,4941.35,2024-04-12
O013974,C0974,4958.58,2024-04-13
O013975,C0975,4975.8,2024-04-14
O013976,C0976,4992.64,2024-04-15
O013977,C0977,59.9,2024-04-16
O013978,C0978,76.56,2024-04-17
O013979,C0979,93.83,2024-04-18
O013980,C0980,110.57,2024-04-19
O013981,C0981,127.15,2024-04-20
O013982,C0982,144.1,2024-04-21
O013983,C0983,161.42,2024-04-22
O013984,C0984,178.86,2024-04-23
O013985,C0985,195.69,2024-04-24
O013986,C0986,212.39,2024-04-25
O013987,C0987,229.99,2024-04-26
O013988,C0988,246.2,2024-04-27
O013989,C0989,263.06,2024-04-28
O013990,C0990,280.98,2024-04-29
O013991,C0991,297.68,2024-04-30
O013992,C0992,314.05,2024-05-01
O013993,C0993,331.72,2024-05-02
O013994,C0994,348.55,2024-05-03
O013995,C0995,365.33,2024-05-04
O013996,C0996,382.26,2024-05-05
O013997,C0997,399.81,2024-05-06
O013998,C0998,416.12,2024-05-07
O013999,C0999,433.72,2024-05-08
O014000,C1000,450.65,2024-05-09
O014001,C0001,467.66,2024-05-10
O014002,C0002,484.58,2024-05-11
O014003,C0003,501.09,2024-05-12
O014004,C0004,518.36,2024-05-13
O014005,C0005,535.39,2024-05-14
O014006,C0006,552.71,2024-05-15
O014007,C0007,569.23,2024-05-16
O014008,C0008,586.46,2024-05-17
O014009,C0009,603.28,2024-05-18
O014010,C0010,620.43,2024-05-19
O014011,C0011,637.07,2024-05-20
O014012,C0012,654.43,2024-05-21
O014013,C0013,671.83,2024-05-22
O014014,C0014,688.95,2024-05-23
O014015,C0015,705.05,2024-05-24
O014016,C0016,722.58,2024-05-25
O014017,C0017,739.24,2024-05-26
O014018,C0018,756.84,2024-05-27
O014019,C0019,773.28,2024-05-28
O014020,C0020,790.93,2024-05-29
O014021,C0021,807.17,2024-05-30
O014022,C0022,824.95,2024-05-31
O014023,C0023,841.38,2024-06-01
O014024,C0024,858.59,2024-06-02
O014025,C0025,875.02,2024-06-03
O014026,C0026,892.01,2024-06-04
O014027,C0027,909.59,2024-06-05
O014028,C0028,926.99,2024-06-06
O014029,C0029,943.68,2024-06-07
O014030,C0030,960.11,2024-06-08
O014031,C0031,977.24,2024-06-09
O014032,C0032,994.1,2024-06-10
O014033,C0033,1011.02,2024-06-11
O014034,C0034,1028.78,2024-06-12
O014035,C0035,1045.34,2024-06-13
O014036,C0036,1062.73,2024-06-14
O014037,C0037,1079.85,2024-06-15
O014038,C0038,1096.8,2024-06-16
O014039,C0039,1113.79,2024-06-17
O014040,C0040,1130.77,2024-06-18
O014041,C0041,1147.87,2024-06-19
O014042,C0042,1164.94,2024-06-20
O014043,C0043,1181.95,2024-06-21
O014044,C0044,1198.86,2024-06-22
O014045,C0045,1215.05,2024-06-23
O014046,C0046,1232.21,2024-06-24
O014047,C0047,1249.35,2024-06-25
O014048,C0048,1266.46,2024-06-26
O014049,C0049,1283.36,2024-06-27
O014050,C0050,1300.8,2024-06-28
O014051,C0051,1317.74,2024-06-29
O014052,C0052,1334.22,2024-06-30
O014053,C0053,1351.11,2024-07-01
O014054,C0054,1368.32,2024-07-02
O014055,C0055,1385.85,2024-07-03
O014056,C0056,1402.95,2024-07-04
O014057,C0057,1419.42,2024-07-05
O014058,C0058,1436.96,2024-07-06
O014059,C0059,1453.92,2024-07-07
O014060,C0060,1470.97,2024-07-08
O014061,C0061,1487.34,2024-07-09
O014062,C0062,1504.74,2024-07-10
O014063,C0063,1521.61,2024-07-11
O014064,C0064,1538.8,2024-07-12
O014065,C0065,1555.16,2024-07-13
O014066,C0066,1572.06,2024-07-14
O014067,C0067,1589.49,2024-07-15
O014068,C0068,1606.77,2024-07-16
O014069,C0069,1623.29,2024-07-17
O014070,C0070,1640.38,2024-07-18
O014071,C0071,1657.49,2024-07-19
O014072,C0072,1674.21,2024-07-20
O014073,C0073,1691.76,2024-07-21
O014074,C0074,1708.83,2024-07-22
O014075,C0075,1725.88,2024-07-23
O014076,C0076,1742.32,2024-07-24
O014077,C0077,1759.52,2024-07-25
O014078,C0078,1776.83,2024-07-26
O014079,C0079,1793.61,2024-07-27
O014080,C0080,1810.62,2024-07-28
O014081,C0081,1827.76,2024-07-29
O014082,C0082,1844.34,2024-07-30
O014083,C0083,1861.12,2024-07-31
O014084,C0084,1878.64,2024-08-01
O014085,C0085,1895.98,2024-08-02
O014086,C0086,1912.79,2024-08-03
O014087,C0087,1929.62,2024-08-04
O014088,C0088,1946.14,2024-08-05
O014089,C0089,1963.52,2024-08-06
O014090,C0090,1980.97,2024-08-07
O014091,C0091,1997.39,2024-08-08
O014092,C0092,2014.18,2024-08-09
O014093,C0093,2031.89,2024-08-10
O014094,C0094,2048.61,2024-08-11
O014095,C0095,2065.5,2024-08-12
O014096,C0096,2082.09,2024-08-13
O014097,C0097,2099.11,2024-08-14
O014098,C0098,2116.38,2024-08-15
O014099,C0099,2133.01,2024-08-16
O014100,C0100,2150.06,2024-08-17
O014101,C0101,2167.08,2024-08-18
O014102,C0102,2184.74,2024-08-19
O014103,C0103,2201.53,2024-08-20
O014104,C0104,2218.27,2024-08-21
O014105,C0105,2235.97,2024-08-22
O014106,C0106,2252.96,2024-08-23
O014107,C0107,2269.79,2024-08-24
O014108,C0108,2286.54,2024-08-25
O014109,C0109,2303.59,2024-08-26
O014110,C0110,2320.47,2024-08-27
O014111,C0111,2337.77,2024-08-28
O014112,C0112,2354.75,2024-08-29
O014113,C0113,2371.82,2024-08-30
O014114,C0114,2388.4,2024-08-31
O014115,C0115,2405.08,2024-09-01
O014116,C0116,2422.94,2024-09-02
O014117,C0117,2439.97,2024-09-03
O014118,C0118,2456.77,2024-09-04
O014119,C0119,2473.25,2024-09-05
O014120,C0120,2490.52,2024-09-06
O014121,C0121,2507.49,2024-09-07
O014122,C0122,2524.8,2024-09-08
O014123,C0123,2541.9,2024-09-09
O014124,C0124,2558.67,2024-09-10
O014125,C0125,2575.63,2024-09-11
O014126,C0126,2592.23,2024-09-12
O014127,C0127,2609.3,2024-09-13
O014128,C0128,2626.38,2024-09-14
O014129,C0129,2643.74,2024-09-15
O014130,C0130,2660.39,2024-09-16
O014131,C0131,2677.65,2024-09-17
O014132,C0132,2694.73,2024-09-18
O014133,C0133,2711.7,2024-09-19
O014134,C0134,2728.53,2024-09-20
O014135,C0135,2745.68,2024-09-21
O014136,C0136,2762.03,2024-09-22
O014137,C0137,2779.96,2024-09-23
O014138,C0138,2796.1,2024-09-24
O014139,C0139,2813.48,2024-09-25
O014140,C0140,2830.93,2024-09-26
O014141,C0141,2847.06,2024-09-27
O014142,C0142,2864.68,2024-09-28
O014143,C0143,2881.72,2024-09-29
O014144,C0144,2898.99,2024-09-30
O014145,C0145,2915.01,2024-10-01
O014146,C0146,2932.32,2024-10-02
O014147,C0147,2949.26,2024-10-03
O014148,C0148,2966.69,2024-10-04
O014149,C0149,2983.27,2024-10-05
O014150,C0150,3000.09,2024-10-06
O014151,C0151,3017.6,2024-10-07
O014152,C0152,3034.34,2024-10-08
O014153,C0153,3051.18,2024-10-09
O014154,C0154,3068.92,2024-10-10
O014155,C0155,3085.51,2024-10-11
O014156,C0156,3102.05,2024-10-12
O014157,C0157,3119.85,2024-10-13
O014158,C0158,3136.1,2024-10-14
O014159,C0159,3153.12,2024-10-15
O014160,C0160,3170.11,2024-10-16
O014161,C0161,3187.05,2024-10-17
O014162,C0162,3204.73,2024-10-18
O014163,C0163,3221.59,2024-10-19
O014164,C0164,3238.25,2024-10-20
O014165,C0165,3255.17,2024-10-21
O014166,C0166,3272.62,2024-10-22
O014167,C0167,3289.81,2024-10-23
O014168,C0168,3306.21,2024-10-24
O014169,C0169,3323.04,2024-10-25
O014170,C0170,3340.74,2024-10-26
O014171,C0171,3357.97,2024-10-27
O014172,C0172,3374.84,2024-10-28
O014173,C0173,3391.6,2024-10-29
O014174,C0174,3408.46,2024-10-30
O014175,C0175,3425.58,2024-10-31
O014176,C0176,3442.64,2024-11-01
O014177,C0177,3459.44,2024-11-02
O014178,C0178,3476.11,2024-11-03
O014179,C0179,3493.17,2024-11-04
O014180,C0180,3510.18,2024-11-05
O014181,C0181,3527.67,2024-11-06
O014182,C0182,3544.21,2024-11-07
O014183,C0183,3561.51,2024-11-08
O014184,C0184,3578.16,2024-11-09
O014185,C0185,3595.01,2024-11-10
O014186,C0186,3612.27,2024-11-11
O014187,C0187,3629.51,2024-11-12
O014188,C0188,3646.53,2024-11-13
O014189,C0189,3663.03,2024-11-14
O014190,C0190,3680.92,2024-11-15
O014191,C0191,3697.19,2024-11-16
O014192,C0192,3714.05,2024-11-17
O014193,C0193,3731.38,2024-11-18
O014194,C0194,3748.59,2024-11-19
O014195,C0195,3765.76,2024-11-20
O014196,C0196,3782.78,2024-11-21
O014197,C0197,3799.36,2024-11-22
O014198,C0198,3816.56,2024-11-23
O014199,C0199,3833.65,2024-11-24
O014200,C0200,3850.89,2024-11-25
O014201,C0201,3867.08,2024-11-26
O014202,C0202,3884.8,2024-11-27
O014203,C0203,3901.97,2024-11-28
O014204,C0204,3918.11,2024-11-29
O014205,C0205,3935.86,2024-11-30
O014206,C0206,3952.3,2024-12-01
O014207,C0207,3969.94,2024-12-02
O014208,C0208,3986.75,2024-12-03
O014209,C0209,4003.21,2024-12-04
O014210,C0210,4020.28,2024-12-05
O014211,C0211,4037.2,2024-12-06
O014212,C0212,4054.37,2024-12-07
O014213,C0213,4071.06,2024-12-08
O014214,C0214,4088.01,2024-12-09
O014215,C0215,4105.05,2024-12-10
O014216,C0216,4122.62,2024-12-11
O014217,C0217,4139.16,2024-12-12
O014218,C0218,4156.52,2024-12-13
O014219,C0219,4173.94,2024-12-14
O014220,C0220,4190.26,2024-12-15
O014221,C0221,4207.26,2024-12-16
O014222,C0222,4224.54,2024-12-17
O014223,C0223,4241.57,2024-12-18
O014224,C0224,4258.85,2024-12-19
O014225,C0225,4275.52,2024-12-20
O014226,C0226,4292.97,2024-12-21
O014227,C0227,4309.03,2024-12-22
O014228,C0228,4326.5,2024-12-23
O014229,C0229,4343.73,2024-12-24
O014230,C0230,4360.4,2024-12-25
O014231,C0231,4377.22,2024-12-26
O014232,C0232,4394.15,2024-12-27
O014233,C0233,4411.66,2024-12-28
O014234,C0234,4428.46,2024-12-29
O014235,C0235,4445.31,2024-12-30
O014236,C0236,4462.2,2024-01-01
O014237,C0237,4479.19,2024-01-02
O014238,C0238,4496.7,2024-01-03
O014239,C0239,4513.3,2024-01-04
O014240,C0240,4530.88,2024-01-05
O014241,C0241,4547.3,2024-01-06
O014242,C0242,4564.24,2024-01-07
O014243,C0243,4581.48,2024-01-08
O014244,C0244,4598.53,2024-01-09
O014245,C0245,4615.45,2024-01-10
O014246,C0246,4632.38,2024-01-11
O014247,C0247,4649.13,2024-01-12
O014248,C0248,4666.21,2024-01-13
O014249,C0249,4683.33,2024-01-14
O014250,C0250,4700.73,2024-01-15
O014251,C0251,4717.78,2024-01-16
O014252,C0252,4734.46,2024-01-17
O014253,C0253,4751.79,2024-01-18
O014254,C0254,4768.44,2024-01-19
O014255,C0255,4786.0,2024-01-20
O014256,C0256,4802.38,2024-01-21
O014257,C0257,4819.45,2024-01-22
O014258,C0258,4836.21,2024-01-23
O014259,C0259,4853.94,2024-01-24
O014260,C0260,4870.95,2024-01-25
O014261,C0261,4887.59,2024-01-26
O014262,C0262,4904.12,2024-01-27
O014263,C0263,4921.47,2024-01-28
O014264,C0264,4938.91,2024-01-29
O014265,C0265,4955.18,2024-01-30
O014266,C0266,4972.92,2024-01-31
O014267,C0267,4989.47,2024-02-01
O014268,C0268,56.97,2024-02-02
O014269,C0269,73.76,2024-02-03
O014270,C0270,90.09,2024-02-04
O014271,C0271,107.94,2024-02-05
O014272,C0272,124.58,2024-02-06
O014273,C0273,141.64,2024-02-07
O014274,C0274,158.58,2024-02-08
O014275,C0275,175.52,2024-02-09
O014276,C0276,192.91,2024-02-10
O014277,C0277,209.12,2024-02-11
O014278,C0278,226.79,2024-02-12
O014279,C0279,243.35,2024-02-13
O014280,C0280,260.05,2024-02-14
O014281,C0281,277.62,2024-02-15
O014282,C0282,294.98,2024-02-16
O014283,C0283,311.8,2024-02-17
O014284,C0284,328.89,2024-02-18
O014285,C0285,345.12,2024-02-19
O014286,C0286,362.83,2024-02-20
O014287,C0287,379.36,2024-02-21
O014288,C0288,396.63,2024-02-22
O014289,C0289,413.47,2024-02-23
O014290,C0290,430.01,2024-02-24
O014291,C0291,447.98,2024-02-25
O014292,C0292,464.86,2024-02-26
O014293,C0293,481.47,2024-02-27
O014294,C0294,498.15,2024-02-28
O014295,C0295,515.52,2024-02-29
O014296,C0296,532.89,2024-03-01
O014297,C0297,549.92,2024-03-02
O014298,C0298,566.5,2024-03-03
O014299,C0299,583.86,2024-03-04
O014300,C0300,600.89,2024-03-05
O014301,C0301,617.86,2024-03-06
O014302,C0302,634.13,2024-03-07
O014303,C0303,651.97,2024-03-08
O014304,C0304,668.53,2024-03-09
O014305,C0305,685.44,2024-03-10
O014306,C0306,702.47,2024-03-11
O014307,C0307,719.33,2024-03-12
O014308,C0308,736.52,2024-03-13
O014309,C0309,753.37,2024-03-14
O014310,C0310,770.51,2024-03-15
O014311,C0311,787.54,2024-03-16
O014312,C0312,804.24,2024-03-17
O014313,C0313,821.35,2024-03-18
O014314,C0314,838.86,2024-03-19
O014315,C0315,855.04,2024-03-20
O014316,C0316,872.21,2024-03-21
O014317,C0317,889.69,2024-03-22
O014318,C0318,906.37,2024-03-23
O014319,C0319,923.95,2024-03-24
O014320,C0320,940.06,2024-03-25
O014321,C0321,957.1,2024-03-26
O014322,C0322,974.96,2024-03-27
O014323,C0323,991.5,2024-03-28
O014324,C0324,1008.73,2024-03-29
O014325,C0325,1025.04,2024-03-30
O014326,C0326,1042.06,2024-03-31
O014327,C0327,1059.58,2024-04-01
O014328,C0328,1076.24,2024-04-02
O014329,C0329,1093.81,2024-04-03
O014330,C0330,1110.22,2024-04-04
O014331,C0331,1127.4,2024-04-05
O014332,C0332,1144.49,2024-04-06
O014333,C0333,1161.58,2024-04-07
O014334,C0334,1178.49,2024-04-08
O014335,C0335,1195.96,2024-04-09
O014336,C0336,1212.36,2024-04-10
O014337,C0337,1229.27,2024-04-11
O014338,C0338,1246.17,2024-04-12
O014339,C0339,1263.28,2024-04-13
O014340,C0340,1280.86,2024-04-14
O014341,C0341,1297.05,2024-04-15
O014342,C0342,1314.38,2024-04-16
O014343,C0343,1331.65,2024-04-17
O014344,C0344,1348.92,2024-04-18
O014345,C0345,1365.03,2024-04-19
O014346,C0346,1382.51,2024-04-20
O014347,C0347,1399.34,2024-04-21
O014348,C0348,1416.33,2024-04-22
O014349,C0349,1433.99,2024-04-23
O014350,C0350,1450.87,2024-04-24
O014351,C0351,1467.24,2024-04-25
O014352,C0352,1484.01,2024-04-26
O014353,C0353,1501.14,2024-04-27
O014354,C0354,1518.13,2024-04-28
O014355,C0355,1535.5,2024-04-29
O014356,C0356,1552.27,2024-04-30
O014357,C0357,1569.78,2024-05-01
O014358,C0358,1586.16,2024-05-02
O014359,C0359,1603.0,2024-05-03
O014360,C0360,1620.13,2024-05-04
O014361,C0361,1637.82,2024-05-05
O014362,C0362,1654.66,2024-05-06
O014363,C0363,1671.6,2024-05-07
O014364,C0364,1688.6,2024-05-08
O014365,C0365,1705.05,2024-05-09
O014366,C0366,1722.48,2024-05-10
O014367,C0367,1739.69,2024-05-11
O014368,C0368,1756.55,2024-05-12
O014369,C0369,1773.42,2024-05-13
O014370,C0370,1790.13,2024-05-14
O014371,C0371,1807.64,2024-05-15
O014372,C0372,1824.02,2024-05-16
O014373,C0373,1841.4,2024-05-17
O014374,C0374,1858.22,2024-05-18
O014375,C0375,1875.17,2024-05-19
O014376,C0376,1892.69,2024-05-20
O014377,C0377,1909.64,2024-05-21
O014378,C0378,1926.54,2024-05-22
O014379,C0379,1943.12,2024-05-23
O014380,C0380,1960.95,2024-05-24
O014381,C0381,1977.29,2024-05-25
O014382,C0382,1994.89,2024-05-26
O014383,C0383,2011.21,2024-05-27
O014384,C0384,2028.32,2024-05-28
O014385,C0385,2045.71,2024-05-29
O014386,C0386,2062.44,2024-05-30
O014387,C0387,2079.17,2024-05-31
O014388,C0388,2096.75,2024-06-01
O014389,C0389,2113.11,2024-06-02
O014390,C0390,2130.43,2024-06-03
O014391,C0391,2147.64,2024-06-04
O014392,C0392,2164.72,2024-06-05
O014393,C0393,2181.33,2024-06-06
O014394,C0394,2198.51,2024-06-07
O014395,C0395,2215.72,2024-06-08
O014396,C0396,2232.47,2024-06-09
O014397,C0397,2249.66,2024-06-10
O014398,C0398,2266.98,2024-06-11
O014399,C0399,2283.89,2024-06-12
O014400,C0400,2300.73,2024-06-13
O014401,C0401,2317.57,2024-06-14
O014402,C0402,2334.33,2024-06-15
O014403,C0403,2351.01,2024-06-16
O014404,C0404,2368.24,2024-06-17
O014405,C0405,2385.62,2024-06-18
O014406,C0406,2402.33,2024-06-19
O014407,C0407,2419.36,2024-06-20
O014408,C0408,2436.81,2024-06-21
O014409,C0409,2453.04,2024-06-22
O014410,C0410,2470.91,2024-06-23
O014411,C0411,2487.37,2024-06-24
O014412,C0412,2504.86,2024-06-25
O014413,C0413,2521.87,2024-06-26
O014414,C0414,2538.94,2024-06-27
O014415,C0415,2555.79,2024-06-28
O014416,C0416,2572.05,2024-06-29
O014417,C0417,2589.45,2024-06-30
O014418,C0418,2606.46,2024-07-01
O014419,C0419,2623.12,2024-07-02
O014420,C0420,2640.21,2024-07-03
O014421,C0421,2657.4,2024-07-04
O014422,C0422,2674.12,2024-07-05
O014423,C0423,2691.34,2024-07-06
O014424,C0424,2708.09,2024-07-07
O014425,C0425,2725.25,2024-07-08
O014426,C0426,2742.18,2024-07-09
O014427,C0427,2759.29,2024-07-10
O014428,C0428,2776.51,2024-07-11
O014429,C0429,2793.56,2024-07-12
O014430,C0430,2810.47,2024-07-13
O014431,C0431,2827.05,2024-07-14
O014432,C0432,2844.06,2024-07-15
O014433,C0433,2861.2,2024-07-16
O014434,C0434,2878.58,2024-07-17
O014435,C0435,2895.07,2024-07-18
O014436,C0436,2912.07,2024-07-19
O014437,C0437,2929.33,2024-07-20
O014438,C0438,2946.07,2024-07-21
O014439,C0439,2963.29,2024-07-22
O014440,C0440,2980.89,2024-07-23
O014441,C0441,2997.47,2024-07-24
O014442,C0442,3014.62,2024-07-25
O014443,C0443,3031.67,2024-07-26
O014444,C0444,3048.99,2024-07-27
O014445,C0445,3065.2,2024-07-28
O014446,C0446,3082.62,2024-07-29
O014447,C0447,3099.31,2024-07-30
O014448,C0448,3116.38,2024-07-31
O014449,C0449,3133.54,2024-08-01
O014450,C0450,3150.85,2024-08-02
O014451,C0451,3167.67,2024-08-03
O014452,C0452,3184.94,2024-08-04
O014453,C0453,3201.69,2024-08-05
O014454,C0454,3218.43,2024-08-06
O014455,C0455,3235.17,2024-08-07
O014456,C0456,3252.83,2024-08-08
O014457,C0457,3269.01,2024-08-09
O014458,C0458,3286.38,2024-08-10
O014459,C0459,3303.97,2024-08-11
O014460,C0460,3320.69,2024-08-12
O014461,C0461,3337.25,2024-08-13
O014462,C0462,3354.31,2024-08-14
O014463,C0463,3371.41,2024-08-15
O014464,C0464,3388.94,2024-08-16
O014465,C0465,3405.93,2024-08-17
O014466,C0466,3422.77,2024-08-18
O014467,C0467,3439.2,2024-08-19
O014468,C0468,3456.92,2024-08-20
O014469,C0469,3473.08,2024-08-21
O014470,C0470,3490.4,2024-08-22
O014471,C0471,3507.84,2024-08-23
O014472,C0472,3524.58,2024-08-24
O014473,C0473,3541.77,2024-08-25
O014474,C0474,3558.84,2024-08-26
O014475,C0475,3575.42,2024-08-27
O014476,C0476,3592.08,2024-08-28
O014477,C0477,3609.94,2024-08-29
O014478,C0478,3626.65,2024-08-30
O014479,C0479,3643.39,2024-08-31
O014480,C0480,3660.48,2024-09-01
O014481,C0481,3677.92,2024-09-02
O014482,C0482,3694.92,2024-09-03
O014483,C0483,3711.09,2024-09-04
O014484,C0484,3728.21,2024-09-05
O014485,C0485,3745.77,2024-09-06
O014486,C0486,3762.22,2024-09-07
O014487,C0487,3779.01,2024-09-08
O014488,C0488,3796.52,2024-09-09
O014489,C0489,3813.41,2024-09-10
O014490,C0490,3830.83,2024-09-11
O014491,C0491,3847.06,2024-09-12
O014492,C0492,3864.58,2024-09-13
O014493,C0493,3881.36,2024-09-14
O014494,C0494,3898.4,2024-09-15
O014495,C0495,3915.43,2024-09-16
O014496,C0496,3932.41,2024-09-17
O014497,C0497,3949.99,2024-09-18
O014498,C0498,3966.05,2024-09-19
O014499,C0499,3983.62,2024-09-20
O014500,C0500,4000.43,2024-09-21
O014501,C0501,4017.34,2024-09-22
O014502,C0502,4034.17,2024-09-23
O014503,C0503,4051.33,2024-09-24
O014504,C0504,4068.88,2024-09-25
O014505,C0505,4085.86,2024-09-26
O014506,C0506,4102.53,2024-09-27
O014507,C0507,4119.84,2024-09-28
O014508,C0508,4136.65,2024-09-29
O014509,C0509,4153.92,2024-09-30
O014510,C0510,4170.2,2024-10-01
O014511,C0511,4187.84,2024-10-02
O014512,C0512,4204.46,2024-10-03
O014513,C0513,4221.88,2024-10-04
O014514,C0514,4238.26,2024-10-05
O014515,C0515,4255.82,2024-10-06
O014516,C0516,4272.01,2024-10-07
O014517,C0517,4289.02,2024-10-08
O014518,C0518,4306.72,2024-10-09
O014519,C0519,4323.38,2024-10-10
O014520,C0520,4340.62,2024-10-11
O014521,C0521,4357.59,2024-10-12
O014522,C0522,4374.17,2024-10-13
O014523,C0523,4391.9,2024-10-14
O014524,C0524,4408.28,2024-10-15
O014525,C0525,4425.37,2024-10-16
O014526,C0526,4442.73,2024-10-17
O014527,C0527,4459.12,2024-10-18
O014528,C0528,4476.53,2024-10-19
O014529,C0529,4493.87,2024-10-20
O014530,C0530,4510.9,2024-10-21
O014531,C0531,4527.67,2024-10-22
O014532,C0532,4544.12,2024-10-23
O014533,C0533,4561.88,2024-10-24
O014534,C0534,4578.37,2024-10-25
O014535,C0535,4595.52,2024-10-26
O014536,C0536,4612.27,2024-10-27
O014537,C0537,4629.55,2024-10-28
O014538,C0538,4646.33,2024-10-29
O014539,C0539,4663.6,2024-10-30
O014540,C0540,4680.54,2024-10-31
O014541,C0541,4697.18,2024-11-01
O014542,C0542,4714.67,2024-11-02
O014543,C0543,4731.63,2024-11-03
O014544,C0544,4748.65,2024-11-04
O014545,C0545,4765.5,2024-11-05
O014546,C0546,4782.9,2024-11-06
O014547,C0547,4799.95,2024-11-07
O014548,C0548,4816.0,2024-11-08
O014549,C0549,4833.03,2024-11-09
O014550,C0550,4850.62,2024-11-10
O014551,C0551,4867.69,2024-11-11
O014552,C0552,4884.62,2024-11-12
O014553,C0553,4901.38,2024-11-13
O014554,C0554,4918.57,2024-11-14
O014555,C0555,4935.18,2024-11-15
O014556,C0556,4952.36,2024-11-16
O014557,C0557,4969.11,2024-11-17
O014558,C0558,4986.86,2024-11-18
O014559,C0559,53.76,2024-11-19
O014560,C0560,70.22,2024-11-20
O014561,C0561,87.98,2024-11-21
O014562,C0562,104.65,2024-11-22
O014563,C0563,121.25,2024-11-23
O014564,C0564,138.48,2024-11-24
O014565,C0565,155.09,2024-11-25
O014566,C0566,172.19,2024-11-26
O014567,C0567,189.74,2024-11-27
O014568,C0568,206.72,2024-11-28
O014569,C0569,223.56,2024-11-29
O014570,C0570,240.3,2024-11-30
O014571,C0571,257.44,2024-12-01
O014572,C0572,274.7,2024-12-02
O014573,C0573,291.37,2024-12-03
O014574,C0574,308.55,2024-12-04
O014575,C0575,325.88,2024-12-05
O014576,C0576,342.46,2024-12-06
O014577,C0577,359.86,2024-12-07
O014578,C0578,376.75,2024-12-08
O014579,C0579,393.74,2024-12-09
O014580,C0580,410.69,2024-12-10
O014581,C0581,427.02,2024-12-11
O014582,C0582,444.25,2024-12-12
O014583,C0583,461.83,2024-12-13
O014584,C0584,478.34,2024-12-14
O014585,C0585,495.79,2024-12-15
O014586,C0586,512.28,2024-12-16
O014587,C0587,529.11,2024-12-17
O014588,C0588,546.25,2024-12-18
O014589,C0589,563.46,2024-12-19
O014590,C0590,580.66,2024-12-20
O014591,C0591,597.25,2024-12-21
O014592,C0592,614.73,2024-12-22
O014593,C0593,631.93,2024-12-23
O014594,C0594,648.1,2024-12-24
O014595,C0595,665.19,2024-12-25
O014596,C0596,682.98,2024-12-26
O014597,C0597,699.52,2024-12-27
O014598,C0598,716.9,2024-12-28
O014599,C0599,733.81,2024-12-29
O014600,C0600,750.69,2024-12-30
O014601,C0601,767.48,2024-01-01
O014602,C0602,784.17,2024-01-02
O014603,C0603,801.42,2024-01-03
O014604,C0604,818.28,2024-01-04
O014605,C0605,835.59,2024-01-05
O014606,C0606,852.12,2024-01-06
O014607,C0607,869.18,2024-01-07
O014608,C0608,886.85,2024-01-08
O014609,C0609,903.62,2024-01-09
O014610,C0610,920.07,2024-01-10
O014611,C0611,937.5,2024-01-11
O014612,C0612,954.06,2024-01-12
O014613,C0613,971.78,2024-01-13
O014614,C0614,988.97,2024-01-14
O014615,C0615,1005.8,2024-01-15
O014616,C0616,1022.35,2024-01-16
O014617,C0617,1039.17,2024-01-17
O014618,C0618,1056.71,2024-01-18
O014619,C0619,1073.9,2024-01-19
O014620,C0620,1090.97,2024-01-20
O014621,C0621,1107.47,2024-01-21
O014622,C0622,1124.58,2024-01-22
O014623,C0623,1141.45,2024-01-23
O014624,C0624,1158.69,2024-01-24
O014625,C0625,1175.64,2024-01-25
O014626,C0626,1192.04,2024-01-26
O014627,C0627,1209.42,2024-01-27
O014628,C0628,1226.12,2024-01-28
O014629,C0629,1243.16,2024-01-29
O014630,C0630,1260.43,2024-01-30
O014631,C0631,1277.18,2024-01-31
O014632,C0632,1294.39,2024-02-01
O014633,C0633,1311.84,2024-02-02
O014634,C0634,1328.57,2024-02-03
O014635,C0635,1345.41,2024-02-04
O014636,C0636,1362.9,2024-02-05
O014637,C0637,1379.07,2024-02-06
O014638,C0638,1396.08,2024-02-07
O014639,C0639,1413.08,2024-02-08
O014640,C0640,1430.29,2024-02-09
O014641,C0641,1447.18,2024-02-10
O014642,C0642,1464.34,2024-02-11
O014643,C0643,1481.84,2024-02-12
O014644,C0644,1498.79,2024-02-13
O014645,C0645,1515.07,2024-02-14
O014646,C0646,1532.22,2024-02-15
O014647,C0647,1549.33,2024-02-16
O014648,C0648,1566.14,2024-02-17
O014649,C0649,1583.93,2024-02-18
O014650,C0650,1600.97,2024-02-19
O014651,C0651,1617.06,2024-02-20
O014652,C0652,1634.22,2024-02-21
O014653,C0653,1651.76,2024-02-22
O014654,C0654,1668.78,2024-02-23
O014655,C0655,1685.96,2024-02-24
O014656,C0656,1702.12,2024-02-25
O014657,C0657,1719.09,2024-02-26
O014658,C0658,1736.85,2024-02-27
O014659,C0659,1753.95,2024-02-28
O014660,C0660,1770.37,2024-02-29
O014661,C0661,1787.36,2024-03-01
O014662,C0662,1804.52,2024-03-02
O014663,C0663,1821.72,2024-03-03
